DS VDS 125 IB;2017-05-01;0;1;1;1;78;0.611904;118.133095;87
DS VDS 125 IB;2017-05-01;0;1;1;2;9;0.611904;118.133095;87
DS VDS 125 IB;2017-05-01;0;1;1;3;0;0.611904;118.133095;87
DS VDS 125 IB;2017-05-01;0;2;1;1;118;0.983559;100.119661;148
DS VDS 125 IB;2017-05-01;0;2;1;2;22;0.983559;100.119661;148
DS VDS 125 IB;2017-05-01;0;2;1;3;8;0.983559;100.119661;148
DS VDS 125 IB;2017-05-01;1;1;1;1;46;0.428484;126.909090;51
DS VDS 125 IB;2017-05-01;1;1;1;2;5;0.428484;126.909090;51
DS VDS 125 IB;2017-05-01;1;1;1;3;0;0.428484;126.909090;51
DS VDS 125 IB;2017-05-01;1;2;1;1;107;0.980909;102.363272;136
DS VDS 125 IB;2017-05-01;1;2;1;2;23;0.980909;102.363272;136
DS VDS 125 IB;2017-05-01;1;2;1;3;6;0.980909;102.363272;136
DS VDS 125 IB;2017-05-01;2;1;1;1;46;0.443333;123.898095;61
DS VDS 125 IB;2017-05-01;2;1;1;2;14;0.443333;123.898095;61
DS VDS 125 IB;2017-05-01;2;1;1;3;1;0.443333;123.898095;61
DS VDS 125 IB;2017-05-01;2;2;1;1;86;1.041851;107.393148;131
DS VDS 125 IB;2017-05-01;2;2;1;2;34;1.041851;107.393148;131
DS VDS 125 IB;2017-05-01;2;2;1;3;11;1.041851;107.393148;131
DS VDS 125 IB;2017-05-01;3;1;1;1;38;0.535714;122.484857;56
DS VDS 125 IB;2017-05-01;3;1;1;2;18;0.535714;122.484857;56
DS VDS 125 IB;2017-05-01;3;1;1;3;0;0.535714;122.484857;56
DS VDS 125 IB;2017-05-01;3;2;1;1;78;1.004821;106.032857;135
DS VDS 125 IB;2017-05-01;3;2;1;2;49;1.004821;106.032857;135
DS VDS 125 IB;2017-05-01;3;2;1;3;8;1.004821;106.032857;135
DS VDS 125 IB;2017-05-01;4;1;1;1;69;0.671632;121.228571;98
DS VDS 125 IB;2017-05-01;4;1;1;2;27;0.671632;121.228571;98
DS VDS 125 IB;2017-05-01;4;1;1;3;2;0.671632;121.228571;98
DS VDS 125 IB;2017-05-01;4;2;1;1;123;1.429218;105.097968;205
DS VDS 125 IB;2017-05-01;4;2;1;2;66;1.429218;105.097968;205
DS VDS 125 IB;2017-05-01;4;2;1;3;16;1.429218;105.097968;205
DS VDS 125 IB;2017-05-01;5;1;1;1;66;0.737142;124.043469;100
DS VDS 125 IB;2017-05-01;5;1;1;2;33;0.737142;124.043469;100
DS VDS 125 IB;2017-05-01;5;1;1;3;1;0.737142;124.043469;100
DS VDS 125 IB;2017-05-01;5;2;1;1;139;1.950158;100.307936;240
DS VDS 125 IB;2017-05-01;5;2;1;2;73;1.950158;100.307936;240
DS VDS 125 IB;2017-05-01;5;2;1;3;28;1.950158;100.307936;240
DS VDS 125 IB;2017-05-01;6;1;1;1;127;0.880727;117.746909;152
DS VDS 125 IB;2017-05-01;6;1;1;2;23;0.880727;117.746909;152
DS VDS 125 IB;2017-05-01;6;1;1;3;2;0.880727;117.746909;152
DS VDS 125 IB;2017-05-01;6;2;1;1;155;1.741864;98.418813;212
DS VDS 125 IB;2017-05-01;6;2;1;2;38;1.741864;98.418813;212
DS VDS 125 IB;2017-05-01;6;2;1;3;19;1.741864;98.418813;212
DS VDS 125 IB;2017-05-01;7;1;1;1;195;0.970677;123.524745;207
DS VDS 125 IB;2017-05-01;7;1;1;2;11;0.970677;123.524745;207
DS VDS 125 IB;2017-05-01;7;1;1;3;1;0.970677;123.524745;207
DS VDS 125 IB;2017-05-01;7;2;1;1;199;2.179666;102.313666;272
DS VDS 125 IB;2017-05-01;7;2;1;2;39;2.179666;102.313666;272
DS VDS 125 IB;2017-05-01;7;2;1;3;34;2.179666;102.313666;272
DS VDS 125 IB;2017-05-01;8;1;1;1;312;1.526250;122.626562;328
DS VDS 125 IB;2017-05-01;8;1;1;2;9;1.526250;122.626562;328
DS VDS 125 IB;2017-05-01;8;1;1;3;7;1.526250;122.626562;328
DS VDS 125 IB;2017-05-01;8;2;1;1;281;2.492187;101.076250;351
DS VDS 125 IB;2017-05-01;8;2;1;2;31;2.492187;101.076250;351
DS VDS 125 IB;2017-05-01;8;2;1;3;39;2.492187;101.076250;351
DS VDS 125 IB;2017-05-01;9;1;1;1;597;2.920166;121.484666;619
DS VDS 125 IB;2017-05-01;9;1;1;2;20;2.920166;121.484666;619
DS VDS 125 IB;2017-05-01;9;1;1;3;2;2.920166;121.484666;619
DS VDS 125 IB;2017-05-01;9;2;1;1;480;3.481500;101.581666;548
DS VDS 125 IB;2017-05-01;9;2;1;2;34;3.481500;101.581666;548
DS VDS 125 IB;2017-05-01;9;2;1;3;34;3.481500;101.581666;548
DS VDS 125 IB;2017-05-01;10;1;1;1;1111;5.621833;115.880500;1136
DS VDS 125 IB;2017-05-01;10;1;1;2;22;5.621833;115.880500;1136
DS VDS 125 IB;2017-05-01;10;1;1;3;3;5.621833;115.880500;1136
DS VDS 125 IB;2017-05-01;10;2;1;1;609;4.528666;96.037166;693
DS VDS 125 IB;2017-05-01;10;2;1;2;50;4.528666;96.037166;693
DS VDS 125 IB;2017-05-01;10;2;1;3;34;4.528666;96.037166;693
DS VDS 125 IB;2017-05-01;11;1;1;1;1467;7.898666;110.180166;1515
DS VDS 125 IB;2017-05-01;11;1;1;2;43;7.898666;110.180166;1515
DS VDS 125 IB;2017-05-01;11;1;1;3;5;7.898666;110.180166;1515
DS VDS 125 IB;2017-05-01;11;2;1;1;753;5.512666;93.971166;852
DS VDS 125 IB;2017-05-01;11;2;1;2;59;5.512666;93.971166;852
DS VDS 125 IB;2017-05-01;11;2;1;3;40;5.512666;93.971166;852
DS VDS 125 IB;2017-05-01;12;1;1;1;1573;8.540333;109.948166;1632
DS VDS 125 IB;2017-05-01;12;1;1;2;55;8.540333;109.948166;1632
DS VDS 125 IB;2017-05-01;12;1;1;3;4;8.540333;109.948166;1632
DS VDS 125 IB;2017-05-01;12;2;1;1;775;5.784166;94.264333;880
DS VDS 125 IB;2017-05-01;12;2;1;2;61;5.784166;94.264333;880
DS VDS 125 IB;2017-05-01;12;2;1;3;44;5.784166;94.264333;880
DS VDS 125 IB;2017-05-01;13;1;1;1;1299;6.829333;113.363166;1353
DS VDS 125 IB;2017-05-01;13;1;1;2;52;6.829333;113.363166;1353
DS VDS 125 IB;2017-05-01;13;1;1;3;2;6.829333;113.363166;1353
DS VDS 125 IB;2017-05-01;13;2;1;1;736;4.898666;95.703000;819
DS VDS 125 IB;2017-05-01;13;2;1;2;62;4.898666;95.703000;819
DS VDS 125 IB;2017-05-01;13;2;1;3;21;4.898666;95.703000;819
DS VDS 125 IB;2017-05-01;14;1;1;1;1790;11.573500;102.646833;1938
DS VDS 125 IB;2017-05-01;14;1;1;2;142;11.573500;102.646833;1938
DS VDS 125 IB;2017-05-01;14;1;1;3;6;11.573500;102.646833;1938
DS VDS 125 IB;2017-05-01;14;2;1;1;855;7.235333;89.881333;1012
DS VDS 125 IB;2017-05-01;14;2;1;2;110;7.235333;89.881333;1012
DS VDS 125 IB;2017-05-01;14;2;1;3;47;7.235333;89.881333;1012
DS VDS 125 IB;2017-05-01;15;1;1;1;1791;12.598166;92.069666;1908
DS VDS 125 IB;2017-05-01;15;1;1;2;114;12.598166;92.069666;1908
DS VDS 125 IB;2017-05-01;15;1;1;3;3;12.598166;92.069666;1908
DS VDS 125 IB;2017-05-01;15;2;1;1;942;8.302666;81.863333;1103
DS VDS 125 IB;2017-05-01;15;2;1;2;128;8.302666;81.863333;1103
DS VDS 125 IB;2017-05-01;15;2;1;3;33;8.302666;81.863333;1103
DS VDS 125 IB;2017-05-01;16;1;1;1;1591;9.302166;106.646333;1656
DS VDS 125 IB;2017-05-01;16;1;1;2;58;9.302166;106.646333;1656
DS VDS 125 IB;2017-05-01;16;1;1;3;7;9.302166;106.646333;1656
DS VDS 125 IB;2017-05-01;16;2;1;1;797;6.020166;91.783666;898
DS VDS 125 IB;2017-05-01;16;2;1;2;68;6.020166;91.783666;898
DS VDS 125 IB;2017-05-01;16;2;1;3;33;6.020166;91.783666;898
DS VDS 125 IB;2017-05-01;17;1;1;1;1558;9.125166;106.522166;1640
DS VDS 125 IB;2017-05-01;17;1;1;2;80;9.125166;106.522166;1640
DS VDS 125 IB;2017-05-01;17;1;1;3;2;9.125166;106.522166;1640
DS VDS 125 IB;2017-05-01;17;2;1;1;763;5.699166;91.987333;853
DS VDS 125 IB;2017-05-01;17;2;1;2;50;5.699166;91.987333;853
DS VDS 125 IB;2017-05-01;17;2;1;3;40;5.699166;91.987333;853
DS VDS 125 IB;2017-05-01;18;1;1;1;1503;8.394193;104.702419;1558
DS VDS 125 IB;2017-05-01;18;1;1;2;52;8.394193;104.702419;1558
DS VDS 125 IB;2017-05-01;18;1;1;3;3;8.394193;104.702419;1558
DS VDS 125 IB;2017-05-01;18;2;1;1;665;5.527096;90.717419;781
DS VDS 125 IB;2017-05-01;18;2;1;2;66;5.527096;90.717419;781
DS VDS 125 IB;2017-05-01;18;2;1;3;50;5.527096;90.717419;781
DS VDS 125 IB;2017-05-01;19;1;1;1;1002;5.495666;109.587500;1038
DS VDS 125 IB;2017-05-01;19;1;1;2;32;5.495666;109.587500;1038
DS VDS 125 IB;2017-05-01;19;1;1;3;4;5.495666;109.587500;1038
DS VDS 125 IB;2017-05-01;19;2;1;1;531;4.358000;93.783166;608
DS VDS 125 IB;2017-05-01;19;2;1;2;36;4.358000;93.783166;608
DS VDS 125 IB;2017-05-01;19;2;1;3;41;4.358000;93.783166;608
DS VDS 125 IB;2017-05-01;20;1;1;1;567;3.056666;115.956333;596
DS VDS 125 IB;2017-05-01;20;1;1;2;23;3.056666;115.956333;596
DS VDS 125 IB;2017-05-01;20;1;1;3;6;3.056666;115.956333;596
DS VDS 125 IB;2017-05-01;20;2;1;1;371;3.339500;96.274500;438
DS VDS 125 IB;2017-05-01;20;2;1;2;25;3.339500;96.274500;438
DS VDS 125 IB;2017-05-01;20;2;1;3;42;3.339500;96.274500;438
DS VDS 125 IB;2017-05-01;21;1;1;1;338;1.718305;119.008305;348
DS VDS 125 IB;2017-05-01;21;1;1;2;9;1.718305;119.008305;348
DS VDS 125 IB;2017-05-01;21;1;1;3;1;1.718305;119.008305;348
DS VDS 125 IB;2017-05-01;21;2;1;1;269;2.027666;98.034166;305
DS VDS 125 IB;2017-05-01;21;2;1;2;15;2.027666;98.034166;305
DS VDS 125 IB;2017-05-01;21;2;1;3;21;2.027666;98.034166;305
DS VDS 125 IB;2017-05-01;22;1;1;1;186;0.998035;119.616250;189
DS VDS 125 IB;2017-05-01;22;1;1;2;2;0.998035;119.616250;189
DS VDS 125 IB;2017-05-01;22;1;1;3;1;0.998035;119.616250;189
DS VDS 125 IB;2017-05-01;22;2;1;1;164;1.647833;98.246000;207
DS VDS 125 IB;2017-05-01;22;2;1;2;19;1.647833;98.246000;207
DS VDS 125 IB;2017-05-01;22;2;1;3;24;1.647833;98.246000;207
DS VDS 125 IB;2017-05-01;23;1;1;1;116;0.674545;123.451454;125
DS VDS 125 IB;2017-05-01;23;1;1;2;8;0.674545;123.451454;125
DS VDS 125 IB;2017-05-01;23;1;1;3;1;0.674545;123.451454;125
DS VDS 125 IB;2017-05-01;23;2;1;1;139;1.427192;97.962105;173
DS VDS 125 IB;2017-05-01;23;2;1;2;16;1.427192;97.962105;173
DS VDS 125 IB;2017-05-01;23;2;1;3;18;1.427192;97.962105;173
DS VDS 125 IB;2017-05-02;0;1;1;1;67;0.490731;122.441463;71
DS VDS 125 IB;2017-05-02;0;1;1;2;4;0.490731;122.441463;71
DS VDS 125 IB;2017-05-02;0;1;1;3;0;0.490731;122.441463;71
DS VDS 125 IB;2017-05-02;0;2;1;1;68;1.247894;98.274736;113
DS VDS 125 IB;2017-05-02;0;2;1;2;16;1.247894;98.274736;113
DS VDS 125 IB;2017-05-02;0;2;1;3;29;1.247894;98.274736;113
DS VDS 125 IB;2017-05-02;1;1;1;1;30;0.351538;125.137692;32
DS VDS 125 IB;2017-05-02;1;1;1;2;2;0.351538;125.137692;32
DS VDS 125 IB;2017-05-02;1;1;1;3;0;0.351538;125.137692;32
DS VDS 125 IB;2017-05-02;1;2;1;1;50;0.814090;103.134545;69
DS VDS 125 IB;2017-05-02;1;2;1;2;8;0.814090;103.134545;69
DS VDS 125 IB;2017-05-02;1;2;1;3;11;0.814090;103.134545;69
DS VDS 125 IB;2017-05-02;2;1;1;1;23;0.421052;118.448421;26
DS VDS 125 IB;2017-05-02;2;1;1;2;3;0.421052;118.448421;26
DS VDS 125 IB;2017-05-02;2;1;1;3;0;0.421052;118.448421;26
DS VDS 125 IB;2017-05-02;2;2;1;1;48;0.941777;98.111333;74
DS VDS 125 IB;2017-05-02;2;2;1;2;13;0.941777;98.111333;74
DS VDS 125 IB;2017-05-02;2;2;1;3;13;0.941777;98.111333;74
DS VDS 125 IB;2017-05-02;3;1;1;1;19;0.436000;124.564500;24
DS VDS 125 IB;2017-05-02;3;1;1;2;4;0.436000;124.564500;24
DS VDS 125 IB;2017-05-02;3;1;1;3;1;0.436000;124.564500;24
DS VDS 125 IB;2017-05-02;3;2;1;1;48;0.806000;104.460444;73
DS VDS 125 IB;2017-05-02;3;2;1;2;15;0.806000;104.460444;73
DS VDS 125 IB;2017-05-02;3;2;1;3;10;0.806000;104.460444;73
DS VDS 125 IB;2017-05-02;4;1;1;1;120;0.758000;120.108400;126
DS VDS 125 IB;2017-05-02;4;1;1;2;2;0.758000;120.108400;126
DS VDS 125 IB;2017-05-02;4;1;1;3;4;0.758000;120.108400;126
DS VDS 125 IB;2017-05-02;4;2;1;1;111;2.434285;95.913035;196
DS VDS 125 IB;2017-05-02;4;2;1;2;31;2.434285;95.913035;196
DS VDS 125 IB;2017-05-02;4;2;1;3;54;2.434285;95.913035;196
DS VDS 125 IB;2017-05-02;5;1;1;1;589;3.013833;117.020166;606
DS VDS 125 IB;2017-05-02;5;1;1;2;11;3.013833;117.020166;606
DS VDS 125 IB;2017-05-02;5;1;1;3;6;3.013833;117.020166;606
DS VDS 125 IB;2017-05-02;5;2;1;1;254;3.685666;96.165833;356
DS VDS 125 IB;2017-05-02;5;2;1;2;30;3.685666;96.165833;356
DS VDS 125 IB;2017-05-02;5;2;1;3;72;3.685666;96.165833;356
DS VDS 125 IB;2017-05-02;6;1;1;1;944;4.972000;111.876333;965
DS VDS 125 IB;2017-05-02;6;1;1;2;12;4.972000;111.876333;965
DS VDS 125 IB;2017-05-02;6;1;1;3;9;4.972000;111.876333;965
DS VDS 125 IB;2017-05-02;6;2;1;1;337;4.960666;92.122833;471
DS VDS 125 IB;2017-05-02;6;2;1;2;39;4.960666;92.122833;471
DS VDS 125 IB;2017-05-02;6;2;1;3;95;4.960666;92.122833;471
DS VDS 125 IB;2017-05-02;7;1;1;1;1193;5.741666;116.921666;1204
DS VDS 125 IB;2017-05-02;7;1;1;2;5;5.741666;116.921666;1204
DS VDS 125 IB;2017-05-02;7;1;1;3;6;5.741666;116.921666;1204
DS VDS 125 IB;2017-05-02;7;2;1;1;515;4.807166;98.529000;616
DS VDS 125 IB;2017-05-02;7;2;1;2;25;4.807166;98.529000;616
DS VDS 125 IB;2017-05-02;7;2;1;3;76;4.807166;98.529000;616
DS VDS 125 IB;2017-05-02;8;1;1;1;835;4.114166;118.509166;852
DS VDS 125 IB;2017-05-02;8;1;1;2;13;4.114166;118.509166;852
DS VDS 125 IB;2017-05-02;8;1;1;3;4;4.114166;118.509166;852
DS VDS 125 IB;2017-05-02;8;2;1;1;422;4.917666;98.178500;559
DS VDS 125 IB;2017-05-02;8;2;1;2;46;4.917666;98.178500;559
DS VDS 125 IB;2017-05-02;8;2;1;3;91;4.917666;98.178500;559
DS VDS 125 IB;2017-05-02;9;1;1;1;831;4.517166;116.360000;871
DS VDS 125 IB;2017-05-02;9;1;1;2;28;4.517166;116.360000;871
DS VDS 125 IB;2017-05-02;9;1;1;3;12;4.517166;116.360000;871
DS VDS 125 IB;2017-05-02;9;2;1;1;400;5.172833;95.798166;555
DS VDS 125 IB;2017-05-02;9;2;1;2;55;5.172833;95.798166;555
DS VDS 125 IB;2017-05-02;9;2;1;3;100;5.172833;95.798166;555
DS VDS 125 IB;2017-05-02;10;1;1;1;905;4.910666;113.391500;940
DS VDS 125 IB;2017-05-02;10;1;1;2;26;4.910666;113.391500;940
DS VDS 125 IB;2017-05-02;10;1;1;3;9;4.910666;113.391500;940
DS VDS 125 IB;2017-05-02;10;2;1;1;401;5.948666;92.584166;590
DS VDS 125 IB;2017-05-02;10;2;1;2;68;5.948666;92.584166;590
DS VDS 125 IB;2017-05-02;10;2;1;3;121;5.948666;92.584166;590
DS VDS 125 IB;2017-05-02;11;1;1;1;853;4.567833;113.231833;880
DS VDS 125 IB;2017-05-02;11;1;1;2;20;4.567833;113.231833;880
DS VDS 125 IB;2017-05-02;11;1;1;3;7;4.567833;113.231833;880
DS VDS 125 IB;2017-05-02;11;2;1;1;435;4.899000;94.170000;578
DS VDS 125 IB;2017-05-02;11;2;1;2;73;4.899000;94.170000;578
DS VDS 125 IB;2017-05-02;11;2;1;3;70;4.899000;94.170000;578
DS VDS 125 IB;2017-05-02;12;1;1;1;984;5.473166;113.174500;1036
DS VDS 125 IB;2017-05-02;12;1;1;2;38;5.473166;113.174500;1036
DS VDS 125 IB;2017-05-02;12;1;1;3;14;5.473166;113.174500;1036
DS VDS 125 IB;2017-05-02;12;2;1;1;479;5.368666;92.925000;631
DS VDS 125 IB;2017-05-02;12;2;1;2;77;5.368666;92.925000;631
DS VDS 125 IB;2017-05-02;12;2;1;3;75;5.368666;92.925000;631
DS VDS 125 IB;2017-05-02;13;1;1;1;978;5.141000;114.658333;1008
DS VDS 125 IB;2017-05-02;13;1;1;2;22;5.141000;114.658333;1008
DS VDS 125 IB;2017-05-02;13;1;1;3;8;5.141000;114.658333;1008
DS VDS 125 IB;2017-05-02;13;2;1;1;463;5.322833;94.254000;626
DS VDS 125 IB;2017-05-02;13;2;1;2;86;5.322833;94.254000;626
DS VDS 125 IB;2017-05-02;13;2;1;3;77;5.322833;94.254000;626
DS VDS 125 IB;2017-05-02;14;1;1;1;994;5.466333;114.372000;1040
DS VDS 125 IB;2017-05-02;14;1;1;2;34;5.466333;114.372000;1040
DS VDS 125 IB;2017-05-02;14;1;1;3;12;5.466333;114.372000;1040
DS VDS 125 IB;2017-05-02;14;2;1;1;468;5.222500;93.981666;620
DS VDS 125 IB;2017-05-02;14;2;1;2;83;5.222500;93.981666;620
DS VDS 125 IB;2017-05-02;14;2;1;3;69;5.222500;93.981666;620
